stem,keep_frac,gtm_vs_gt_psnr_keep,unmasked_split,unmasked_psnr_full,unmasked_psnr_keep,unmasked_psnr_excl,native_prompt_split,native_prompt_psnr_full,native_prompt_psnr_keep,native_prompt_psnr_excl,masked_split,masked_psnr_full,masked_psnr_keep,masked_psnr_excl
DJI_0043,0.8193066666666666,40.94280242919922,test,24.746501922607422,24.308692932128906,27.594200134277344,test,24.67430877685547,24.34353256225586,26.6046142578125,train,10.465540885925293,27.25336265563965,3.1101584434509277
DJI_0044,0.843248,40.58345413208008,train,29.686737060546875,30.32243537902832,27.299991607666016,train,29.633085250854492,30.659408569335938,26.34473991394043,train,10.626619338989258,30.163869857788086,2.619680881500244
DJI_0045,0.84816,40.98080062866211,train,30.73058319091797,31.226905822753906,28.68059539794922,train,30.89208221435547,31.84246253967285,27.674283981323242,train,10.782163619995117,30.549766540527344,2.635059118270874
DJI_0046,0.8522506666666667,41.02405548095703,train,32.08955001831055,32.96757507324219,28.959632873535156,train,31.967609405517578,33.42284393310547,27.74774932861328,train,10.825199127197266,30.032150268554688,2.565110683441162
DJI_0047,0.8563466666666667,41.095638275146484,train,30.416542053222656,30.710224151611328,28.987060546875,train,30.38693618774414,31.020231246948242,27.8128719329834,train,10.973367691040039,32.431114196777344,2.5731916427612305
DJI_0048,0.8635733333333333,40.48336410522461,train,31.3101749420166,31.76955223083496,29.174039840698242,train,31.033246994018555,31.847936630249023,27.846961975097656,train,11.052841186523438,30.79805564880371,2.441786289215088
DJI_0049,0.868112,40.355682373046875,train,30.00629425048828,30.252944946289062,28.660045623779297,train,29.98932647705078,30.40503692626953,27.94585418701172,train,11.229186058044434,30.745960235595703,2.4735825061798096
DJI_0050,0.880336,41.15505599975586,train,29.813154220581055,30.00659942626953,28.605789184570312,train,29.904918670654297,30.31379508972168,27.70119857788086,test,11.600006103515625,27.174701690673828,2.486870288848877
DJI_0051,0.884912,41.55479431152344,test,27.76717185974121,27.892648696899414,26.907224655151367,test,27.631000518798828,27.611358642578125,27.785091400146484,train,11.743732452392578,31.24322509765625,2.3973729610443115
DJI_0052,0.8926453333333333,40.71811294555664,train,31.532623291015625,31.934036254882812,29.14191246032715,train,31.9881649017334,32.518096923828125,29.07638931274414,train,11.73556137084961,31.069400787353516,2.089200019836426
DJI_0053,0.890912,41.123046875,train,31.22719955444336,31.563875198364258,29.16109848022461,train,31.790115356445312,32.13106155395508,29.704010009765625,train,11.702956199645996,30.131025314331055,2.1366496086120605
DJI_0054,0.8851466666666666,41.322227478027344,train,30.94651222229004,31.383535385131836,28.546581268310547,train,30.530336380004883,30.675355911254883,29.550477981567383,train,11.502074241638184,30.572711944580078,2.1513874530792236
DJI_0055,0.870528,41.041072845458984,train,31.819246292114258,32.89244842529297,27.888519287109375,train,30.252464294433594,31.08536720275879,26.881113052368164,train,10.610605239868164,29.653255462646484,1.7797516584396362
DJI_0056,0.8611146666666667,40.3044319152832,train,29.87969398498535,31.201169967651367,25.685758590698242,train,31.38490867614746,31.68809700012207,29.867895126342773,train,10.368886947631836,31.60304069519043,1.8236900568008423
DJI_0057,0.853408,40.2576904296875,train,32.19161605834961,33.396141052246094,28.371307373046875,train,32.556888580322266,33.664764404296875,28.919269561767578,train,10.045202255249023,29.111345291137695,1.7525033950805664
DJI_0058,0.8480746666666666,40.080970764160156,train,28.612037658691406,29.984222412109375,24.611379623413086,train,30.727920532226562,31.693849563598633,27.478565216064453,test,9.992727279663086,26.912639617919922,1.8845380544662476
DJI_0059,0.8417546666666667,40.019527435302734,test,25.740957260131836,25.92475128173828,24.87586784362793,test,25.70340919494629,25.60581398010254,26.262971878051758,train,9.592486381530762,30.357160568237305,1.6165587902069092
DJI_0060,0.8341066666666667,39.65154266357422,train,30.87816047668457,31.616065979003906,28.360158920288086,train,31.04129409790039,31.665925979614258,28.80487632751465,train,9.07190990447998,29.342527389526367,1.3043700456619263
DJI_0061,0.8293813333333333,39.7366943359375,train,29.881898880004883,29.842403411865234,30.079172134399414,train,29.951942443847656,30.427337646484375,28.17940902709961,train,8.773290634155273,29.654415130615234,1.1230608224868774
DJI_0062,0.8029546666666667,39.47355651855469,train,31.173233032226562,31.61235809326172,29.73720359802246,train,31.23821258544922,31.971664428710938,29.107763290405273,train,8.16328239440918,30.99298095703125,1.1271581649780273
DJI_0063,1.0,45.56596374511719,train,20.93658447265625,20.93658447265625,nan,train,22.027292251586914,22.027292251586914,nan,train,21.407997131347656,21.407997131347656,nan
